alias_id,violation_id,alias_text,alias_type
ND100_36_1_b_0831_a0,ND100_36_1_b_0831,Điều khiển xe không có phù hiệu kiểm soát hoặc phù hiệu không hợp lệ,canonical
ND100_36_1_a_0832_a0,ND100_36_1_a_0832,"Không có tờ khai phương tiện vận tải đường bộ tạm nhập, tái xuất",canonical
ND100_36_4_0833_a0,ND100_36_4_0833,"hành vi vi phạm quy định tại khoản 1, khoản 2 Điều 36 Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển xe không có phù hiệu kiểm soát theo quy định hoặc có nhưng đã hết giá trị sử dụng hoặc sử dụng phù hiệu không do cơ quan có thẩm quyền cấp.; Không có tờ khai phương tiện vận tải đường bộ tạm nhập, tái xuất theo quy định)",canonical
ND100_36_2_a_0834_a0,ND100_36_2_a_0834,"Không có tờ khai phương tiện vận tải đường bộ tạm nhập, tái xuất",canonical
ND100_36_2_b_0835_a0,ND100_36_2_b_0835,"Điều khiển xe không có phù hiệu kiểm soát, hết hạn hoặc không do cơ quan có thẩm quyền cấp",canonical
ND100_36_3_b_0836_a0,ND100_36_3_b_0836,"hành vi vi phạm quy định tại khoản 1, khoản 2 Điều 36 Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển xe không có phù hiệu kiểm soát theo quy định hoặc có nhưng đã hết giá trị sử dụng hoặc sử dụng phù hiệu không do cơ quan có thẩm quyền cấp.; Không có tờ khai phương tiện vận tải đường bộ tạm nhập, tái xuất theo quy định)",canonical
ND100_36_3_a_0837_a0,ND100_36_3_a_0837,"Thực hiện hành vi quy định tại điểm b khoản 1, điểm b khoản 2 Điều 36 Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển xe không có phù hiệu kiểm soát theo quy định hoặc có nhưng đã hết giá trị sử dụng hoặc sử dụng phù hiệu không do cơ quan có thẩm quyền cấp.)",canonical
ND100_37_1_đ_0838_a0,ND100_37_1_đ_0838,Không có giáo án hoặc giáo án không phù hợp,canonical
ND100_37_1_d_0839_a0,ND100_37_1_d_0839,Không đeo phù hiệu “Giáo viên dạy lái xe” khi giảng dạy,canonical
ND100_37_1_b_0840_a0,ND100_37_1_b_0840,"Giáo viên dạy thực hành chở người, hàng trên xe tập lái trái quy định",canonical
ND100_37_1_a_0841_a0,ND100_37_1_a_0841,Để học viên không có hoặc không đeo phù hiệu “Học viên tập lái xe”,canonical
ND100_37_1_c_0842_a0,ND100_37_1_c_0842,Chạy sai tuyến đường trong Giấy phép xe tập lái,canonical
ND100_37_1_c_0843_a0,ND100_37_1_c_0843,Không ngồi bên cạnh bảo trợ tay lái cho học viên,canonical
ND100_37_2_b_0844_a0,ND100_37_2_b_0844,Vi phạm quy định về hợp đồng đào tạo lái xe,canonical
ND100_37_2_c_0845_a0,ND100_37_2_c_0845,"Không công khai quy chế tuyển sinh, quản lý đào tạo và mức thu học phí",canonical
ND100_37_3_a_0846_a0,ND100_37_3_a_0846,Không bố trí giáo viên dạy thực hành ngồi bên cạnh để bảo trợ tay lái,canonical
ND100_37_3_a_0847_a0,ND100_37_3_a_0847,Bố trí giáo viên không đủ tiêu chuẩn để giảng dạy,canonical
ND100_37_1_e_0848_a0,ND100_37_1_e_0848,Giáo viên dạy thực hành không mang hoặc mang Giấy phép xe tập lái hết hạn,canonical
ND100_37_2_a_0849_a0,ND100_37_2_a_0849,Sử dụng xe tập lái không đủ tiêu chuẩn,canonical
ND100_37_3_đ_0850_a0,ND100_37_3_đ_0850,Không đủ số lượng giáo viên dạy thực hành lái xe đáp ứng lưu lượng đào tạo,canonical
ND100_37_3_d_0851_a0,ND100_37_3_d_0851,Tuyển sinh học viên không đủ điều kiện hoặc hồ sơ,canonical
ND100_37_3_e_0852_a0,ND100_37_3_e_0852,Không lưu trữ hoặc lưu trữ không đầy đủ hồ sơ khóa đào tạo,canonical
ND100_37_3_c_0853_a0,ND100_37_3_c_0853,Sử dụng xe tập lái không trang bị bộ phận hãm phụ hoặc có nhưng không tác dụng,canonical
ND100_37_3_b_0854_a0,ND100_37_3_b_0854,"Sử dụng xe tập lái không có giấy phép, không gắn biển hoặc không ghi thông tin theo quy định",canonical
ND100_37_3_h_0855_a0,ND100_37_3_h_0855,"Trung tâm sát hạch lái xe không duy trì đủ các điều kiện quy định trong “Quy chuẩn kỹ thuật quốc gia về Trung tâm sát hạch lái xe cơ giới đường bộ”, trừ các hành vi vi phạm quy định tại khoản 4, khoản 5, khoản 7 Điều 37 Nghị định số 100/2019/NĐ-CP (Cụ thể: Cơ sở đào tạo lái xe tổ chức tuyển sinh, đào tạo vượt quá lưu lượng quy định trong Giấy phép đào tạo lái xe; Cơ sở đào tạo lái xe tổ chức đào tạo lái xe ngoài địa điểm được ghi trong Giấy phép đào tạo lái xe; Cơ sở đào tạo lái xe không có đủ sân tập lái hoặc sân tập lái không đủ điều kiện theo quy định; Cơ sở đào tạo lái xe không có đủ hệ thống phòng học; phòng học không đủ trang thiết bị, mô hình học cụ; Cơ sở đào tạo lái xe không lưu trữ hoặc lưu trữ không đầy đủ hồ sơ theo quy định của 02 khóa đào tạo trở lên; Cơ sở đào tạo lái xe bố trí số lượng học viên tập lái trên xe tập lái vượt quá quy định; Cơ sở đào tạo lái xe không có đủ số lượng xe tập lái các hạng để đáp ứng với lưu lượng đào tạo thực tế tại các thời điểm hoặc sử dụng xe tập lái không đúng hạng để dạy thực hành lái xe; Trung tâm sát hạch lái xe không có hệ thống âm thanh thông báo công khai lỗi vi phạm của thí sinh sát hạch lái xe trong hình theo quy định hoặc có hệ thống âm thanh thông báo nhưng không hoạt động theo quy định trong quá trình sát hạch lái xe trong hình; Cơ sở đào tạo lái xe không có đủ thiết bị giám sát thời gian học lý thuyết, thời gian, quãng đường học thực hành lái xe của học viên hoặc có các thiết bị đó nhưng không hoạt động theo quy định; Trung tâm sát hạch lái xe không niêm yết mức thu phí sát hạch, giá các dịch vụ khác theo quy định; Trung tâm sát hạch lái xe không có đủ màn hình để công khai hình ảnh giám sát phòng sát hạch lý thuyết, kết quả sát hạch lái xe theo quy định hoặc có đủ màn hình nhưng không hoạt động theo quy định trong quá trình sát hạch.; Cơ sở đào tạo lái xe tổ chức tuyển sinh, đào tạo không đúng hạng Giấy phép lái xe được phép đào tạo; Cơ sở đào tạo lái xe cấp Giấy chứng nhận tốt nghiệp hoặc chứng chỉ sơ cấp, chứng chỉ đào tạo cho học viên sai quy định; Cơ sở đào tạo lái xe đào tạo không đúng nội dung, chương trình, giáo trình theo quy định; Cơ sở đào tạo lái xe sử dụng biện pháp kỹ thuật, trang thiết bị ngoại vi, các biện pháp khác để can thiệp vào quá trình hoạt động làm sai lệch dữ liệu của thiết bị giám sát thời gian học lý thuyết, thời gian, quãng đường học thực hành lái xe; Trung tâm sát hạch lái xe không lắp đủ camera giám sát phòng sát hạch lý thuyết, sân sát hạch theo quy định hoặc có lắp camera giám sát nhưng không hoạt động theo quy định; Trung tâm sát hạch lái xe không lưu trữ hoặc lưu trữ không đầy đủ hồ sơ theo quy định của 02 kỳ sát hạch lái xe trở lên.; Trung tâm sát hạch lái xe tự ý di chuyển vị trí các phòng chức năng hoặc thay đổi hình các bài sát hạch mà chưa được chấp thuận của cơ quan quản lý nhà nước có thẩm quyền; Trung tâm sát hạch lái xe có trên 50% số xe sát hạch lái xe trong hình không bảo đảm điều kiện để sát hạch theo quy định; Trung tâm sát hạch lái xe có trên 50% số máy tính sát hạch lý thuyết không bảo đảm điều kiện để sát hạch theo quy định; Trung tâm sát hạch lái xe có trên 50% số xe sát hạch lái xe trên đường không bảo đảm điều kiện để sát hạch theo quy định; Sử dụng máy tính trong kỳ sát hạch lý thuyết có đáp án của câu hỏi sát hạch lý thuyết hoặc kết nối với đường truyền ra ngoài phòng thi trái quy định; Để phương tiện, trang thiết bị chấm điểm hoạt động không chính xác trong kỳ sát hạch; để các dấu hiệu, ký hiệu trái quy định trên sân sát hạch, xe sát hạch trong kỳ sát hạch.; Tự ý thay đổi hoặc sử dụng phần mềm sát hạch, thiết bị chấm điểm, chủng loại xe ô tô sát hạch khi chưa được sự chấp thuận của cơ quan quản lý nhà nước có thẩm quyền)",canonical
ND100_37_4_a_0856_a0,ND100_37_4_a_0856,"Tuyển sinh, đào tạo vượt quá lưu lượng quy định",canonical
ND100_37_3_i_0857_a0,ND100_37_3_i_0857,Không lưu trữ hoặc lưu trữ không đầy đủ hồ sơ kỳ sát hạch,canonical
ND100_37_3_k_0858_a0,ND100_37_3_k_0858,Gian lận trong sát hạch lái xe,canonical
ND100_37_3_g_0859_a0,ND100_37_3_g_0859,"Khai báo không đúng sự thật hoặc sử dụng giấy tờ giả để học, sát hạch, cấp Giấy phép lái xe",canonical
ND100_37_4_b_0860_a0,ND100_37_4_b_0860,Đào tạo lái xe ngoài địa điểm được cấp phép,canonical
ND100_37_4_e_0861_a0,ND100_37_4_e_0861,Không có đủ sân tập lái hoặc sân tập lái không đủ điều kiện,canonical
ND100_37_4_đ_0862_a0,ND100_37_4_đ_0862,"Không có đủ hệ thống phòng học, trang thiết bị, mô hình học cụ",canonical
ND100_37_4_c_0863_a0,ND100_37_4_c_0863,Cơ sở đào tạo lái xe không lưu trữ hoặc lưu trữ không đầy đủ hồ sơ,canonical
ND100_37_4_d_0864_a0,ND100_37_4_d_0864,Bố trí số lượng học viên tập lái trên xe tập lái vượt quá quy định,canonical
ND100_37_4_g_0865_a0,ND100_37_4_g_0865,Không đủ xe tập lái hoặc sử dụng xe không đúng hạng,canonical
ND100_37_4_k_0866_a0,ND100_37_4_k_0866,Không có hoặc không hoạt động hệ thống âm thanh thông báo lỗi của thí sinh,canonical
ND100_37_4_i_0867_a0,ND100_37_4_i_0867,Không có đủ hoặc không hoạt động thiết bị giám sát học viên,canonical
ND100_37_4_h_0868_a0,ND100_37_4_h_0868,"Không niêm yết mức thu phí sát hạch, giá các dịch vụ khác",canonical
ND100_37_4_l_0869_a0,ND100_37_4_l_0869,Không có đủ màn hình giám sát hoặc có nhưng không hoạt động,canonical
ND100_37_5_a_0870_a0,ND100_37_5_a_0870,"Tổ chức tuyển sinh, đào tạo không đúng hạng Giấy phép lái xe được phép",canonical
ND100_37_5_c_0871_a0,ND100_37_5_c_0871,Cấp Giấy chứng nhận tốt nghiệp hoặc chứng chỉ cho học viên sai quy định,canonical
ND100_37_5_b_0872_a0,ND100_37_5_b_0872,"Đào tạo không đúng nội dung, chương trình, giáo trình",canonical
ND100_37_5_d_0873_a0,ND100_37_5_d_0873,Can thiệp làm sai lệch dữ liệu thiết bị giám sát đào tạo lái xe,canonical
ND100_37_5_đ_0874_a0,ND100_37_5_đ_0874,Không lắp đủ hoặc không hoạt động camera giám sát tại trung tâm sát hạch,canonical
ND100_37_5_k_0875_a0,ND100_37_5_k_0875,Không lưu trữ hoặc lưu trữ không đầy đủ hồ sơ của 02 kỳ sát hạch trở lên,canonical
ND100_37_5_i_0876_a0,ND100_37_5_i_0876,Tự ý di chuyển phòng chức năng hoặc thay đổi bài sát hạch không được chấp thuận,canonical
ND100_37_5_e_0877_a0,ND100_37_5_e_0877,Trung tâm sát hạch có trên 50% xe sát hạch không bảo đảm điều kiện,canonical
ND100_37_5_h_0878_a0,ND100_37_5_h_0878,Trên 50% máy tính sát hạch lý thuyết không bảo đảm điều kiện,canonical
ND100_37_5_g_0879_a0,ND100_37_5_g_0879,Trung tâm sát hạch có trên 50% xe sát hạch không bảo đảm điều kiện,canonical
ND100_37_7_b_0880_a0,ND100_37_7_b_0880,Sử dụng máy tính có đáp án hoặc kết nối mạng trái quy định trong kỳ sát hạch lý thuyết,canonical
ND100_37_7_c_0881_a0,ND100_37_7_c_0881,Để thiết bị chấm điểm không chính xác hoặc dấu hiệu trái quy định trong kỳ sát hạch,canonical
ND100_37_8_0882_a0,ND100_37_8_0882,Giáo viên dạy thực hành để học viên thực hành lái xe thực hiện một trong các hành vi vi phạm quy định tại Điều 5 của Nghị định số 100/2019/NĐ-CP,canonical
ND100_37_7_a_0883_a0,ND100_37_7_a_0883,"Tự ý thay đổi/sử dụng phần mềm, thiết bị, xe sát hạch không được chấp thuận",canonical
ND100_37_6_0884_a0,ND100_37_6_0884,"Tổ chức tuyển sinh, đào tạo lái xe không có Giấy phép",canonical
ND100_37_9_b_0885_a0,ND100_37_9_b_0885,"thực hiện hành vi quy định tại điểm c khoản 4; điểm a, điểm b, điểm c khoản 5 Điều 37 Nghị định số 100/2019/NĐ-CP (Cụ thể: Cơ sở đào tạo lái xe không lưu trữ hoặc lưu trữ không đầy đủ hồ sơ theo quy định của 02 khóa đào tạo trở lên; Cơ sở đào tạo lái xe tổ chức tuyển sinh, đào tạo không đúng hạng Giấy phép lái xe được phép đào tạo; Cơ sở đào tạo lái xe đào tạo không đúng nội dung, chương trình, giáo trình theo quy định; Cơ sở đào tạo lái xe cấp Giấy chứng nhận tốt nghiệp hoặc chứng chỉ sơ cấp, chứng chỉ đào tạo cho học viên sai quy định)",canonical
ND100_37_9_a_0886_a0,ND100_37_9_a_0886,"thực hiện hành vi quy định tại điểm a, điểm b, điểm c, điểm d, điểm đ, điểm e khoản 3; điểm a, điểm b, điểm d, điểm đ, điểm e, điểm g, điểm i khoản 4; điểm d khoản 5 Điều 37 Nghị định số 100/2019/NĐ-CP (Cụ thể: Cơ sở đào tạo lái xe không bố trí giáo viên dạy thực hành ngồi bên cạnh để bảo trợ tay lái cho học viên thực hành lái xe; bố trí giáo viên không đủ tiêu chuẩn để giảng dạy; sử dụng xe tập lái không có “Giấy phép xe tập lái” hoặc có nhưng hết hạn, không gắn biển xe ""Tập lái"" trên xe theo quy định, không ghi tên cơ sở đào tạo, số điện thoại ở mặt ngoài hai bên cánh cửa hoặc hai bên thành xe theo quy định; sử dụng xe tập lái không trang bị thêm bộ phận hãm phụ hoặc có nhưng không có tác dụng; tuyển sinh học viên không đủ điều kiện về độ tuổi, sức khỏe, trình độ văn hóa, thâm niên, số km lái xe an toàn tương ứng với từng hạng đào tạo; tuyển sinh học viên không đủ hồ sơ theo quy định; Cơ sở đào tạo lái xe không có đủ số lượng giáo viên dạy thực hành lái xe các hạng để đáp ứng với lưu lượng thực tế đào tạo tại các thời điểm; không lưu trữ hoặc lưu trữ không đầy đủ hồ sơ theo quy định của 01 khóa đào tạo; Cơ sở đào tạo lái xe tổ chức tuyển sinh, đào tạo vượt quá lưu lượng quy định trong Giấy phép đào tạo lái xe; Cơ sở đào tạo lái xe tổ chức đào tạo lái xe ngoài địa điểm được ghi trong Giấy phép đào tạo lái xe; Cơ sở đào tạo lái xe bố trí số lượng học viên tập lái trên xe tập lái vượt quá quy định; Cơ sở đào tạo lái xe không có đủ hệ thống phòng học; phòng học không đủ trang thiết bị, mô hình học cụ; Cơ sở đào tạo lái xe không có đủ sân tập lái hoặc sân tập lái không đủ điều kiện theo quy định; Cơ sở đào tạo lái xe không có đủ số lượng xe tập lái các hạng để đáp ứng với lưu lượng đào tạo thực tế tại các thời điểm hoặc sử dụng xe tập lái không đúng hạng để dạy thực hành lái xe; Cơ sở đào tạo lái xe không có đủ thiết bị giám sát thời gian học lý thuyết, thời gian, quãng đường học thực hành lái xe của học viên hoặc có các thiết bị đó nhưng không hoạt động theo quy định; Cơ sở đào tạo lái xe sử dụng biện pháp kỹ thuật, trang thiết bị ngoại vi, các biện pháp khác để can thiệp vào quá trình hoạt động làm sai lệch dữ liệu của thiết bị giám sát thời gian học lý thuyết, thời gian, quãng đường học thực hành lái xe)",canonical
ND100_37_9_đ_0887_a0,ND100_37_9_đ_0887,"Thực hiện hành vi quy định tại điểm g khoản 3 Điều 37 Nghị định số 100/2019/NĐ-CP (Cụ thể: Khai báo không đúng sự thật hoặc sử dụng các giấy tờ, tài liệu giả để được học, kiểm tra, sát hạch cấp mới, cấp lại Giấy phép lái xe, chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ)",canonical
ND100_37_9_c_0888_a0,ND100_37_9_c_0888,"thực hiện hành vi quy định tại điểm i khoản 3; điểm k, điểm l khoản 4; điểm đ, điểm e, điểm g, điểm h, điểm i khoản 5 Điều 37 Nghị định số 100/2019/NĐ-CP (Cụ thể: không lưu trữ hoặc lưu trữ không đầy đủ hồ sơ theo quy định của 01 kỳ sát hạch lái xe; Trung tâm sát hạch lái xe không có hệ thống âm thanh thông báo công khai lỗi vi phạm của thí sinh sát hạch lái xe trong hình theo quy định hoặc có hệ thống âm thanh thông báo nhưng không hoạt động theo quy định trong quá trình sát hạch lái xe trong hình; Trung tâm sát hạch lái xe không có đủ màn hình để công khai hình ảnh giám sát phòng sát hạch lý thuyết, kết quả sát hạch lái xe theo quy định hoặc có đủ màn hình nhưng không hoạt động theo quy định trong quá trình sát hạch.; Trung tâm sát hạch lái xe không lắp đủ camera giám sát phòng sát hạch lý thuyết, sân sát hạch theo quy định hoặc có lắp camera giám sát nhưng không hoạt động theo quy định; Trung tâm sát hạch lái xe có trên 50% số xe sát hạch lái xe trong hình không bảo đảm điều kiện để sát hạch theo quy định; Trung tâm sát hạch lái xe có trên 50% số xe sát hạch lái xe trên đường không bảo đảm điều kiện để sát hạch theo quy định; Trung tâm sát hạch lái xe có trên 50% số máy tính sát hạch lý thuyết không bảo đảm điều kiện để sát hạch theo quy định; Trung tâm sát hạch lái xe tự ý di chuyển vị trí các phòng chức năng hoặc thay đổi hình các bài sát hạch mà chưa được chấp thuận của cơ quan quản lý nhà nước có thẩm quyền)",canonical
ND100_37_9_d_0889_a0,ND100_37_9_d_0889,"thực hiện hành vi quy định tại điểm k khoản 5; khoản 7 Điều 37 Nghị định số 100/2019/NĐ-CP (Cụ thể: Trung tâm sát hạch lái xe không lưu trữ hoặc lưu trữ không đầy đủ hồ sơ theo quy định của 02 kỳ sát hạch lái xe trở lên.; Sử dụng máy tính trong kỳ sát hạch lý thuyết có đáp án của câu hỏi sát hạch lý thuyết hoặc kết nối với đường truyền ra ngoài phòng thi trái quy định; Để phương tiện, trang thiết bị chấm điểm hoạt động không chính xác trong kỳ sát hạch; để các dấu hiệu, ký hiệu trái quy định trên sân sát hạch, xe sát hạch trong kỳ sát hạch.; Tự ý thay đổi hoặc sử dụng phần mềm sát hạch, thiết bị chấm điểm, chủng loại xe ô tô sát hạch khi chưa được sự chấp thuận của cơ quan quản lý nhà nước có thẩm quyền)",canonical
ND100_38_1_a_0890_a0,ND100_38_1_a_0890,Làm sai lệch kết quả kiểm định,canonical
ND100_38_1_b_0891_a0,ND100_38_1_b_0891,"Không tuân thủ đúng quy trình, quy chuẩn kỹ thuật trong kiểm định",canonical
ND100_38_2_a_0892_a0,ND100_38_2_a_0892,"Không công khai các thủ tục, quy trình kiểm định tại trụ sở",canonical
ND100_38_2_b_0893_a0,ND100_38_2_b_0893,Không thực hiện kiểm định phương tiện theo đúng thẩm quyền,canonical
ND100_38_2_c_0894_a0,ND100_38_2_c_0894,"Sử dụng đăng kiểm viên, nhân viên nghiệp vụ không đủ điều kiện",canonical
ND100_38_3_a_0895_a0,ND100_38_3_a_0895,"Kiểm định khi thiết bị, dụng cụ chưa được xác nhận hoặc xác nhận không còn hiệu lực",canonical
ND100_38_2_e_0896_a0,ND100_38_2_e_0896,Kiểm định vượt quá số lượng phương tiện quy định,canonical
ND100_38_2_d_0897_a0,ND100_38_2_d_0897,"Kiểm định không bảo đảm đầy đủ trang thiết bị, dụng cụ",canonical
ND100_38_2_đ_0898_a0,ND100_38_2_đ_0898,Không bố trí đủ số lượng đăng kiểm viên tối thiểu trên dây chuyền kiểm định,canonical
ND100_38_3_b_0899_a0,ND100_38_3_b_0899,"Kiểm định khi thiết bị, dụng cụ kiểm định hư hỏng",canonical
ND100_38_3_d_0900_a0,ND100_38_3_d_0900,Không lưu trữ dữ liệu kiểm định theo quy định,canonical
ND100_38_3_c_0901_a0,ND100_38_3_c_0901,"Không kiểm tra, kiểm soát quá trình và kết quả kiểm định",canonical
ND100_39_1_a_0902_a0,ND100_39_1_a_0902,Không cung cấp hoặc cung cấp không đúng thông tin hỗ trợ cảnh giới,canonical
ND100_38_4_b_0903_a0,ND100_38_4_b_0903,"Thực hiện hành vi quy định tại điểm c, điểm d, điểm đ, điểm e khoản 2; điểm a, điểm b khoản 3 Điều 38 Nghị định số 100/2019/NĐ-CP (Cụ thể: Sử dụng đăng kiểm viên, nhân viên nghiệp vụ không có đủ điều kiện theo quy định; Thực hiện kiểm định mà không bảo đảm đầy đủ các trang thiết bị, dụng cụ kiểm định, bảo hộ lao động theo quy định; Không bố trí đủ số lượng đăng kiểm viên tối thiểu trên dây chuyền kiểm định; Thực hiện kiểm định, cấp giấy chứng nhận kiểm định vượt quá số lượng phương tiện theo quy định đối với mỗi dây chuyền kiểm định.; Thực hiện kiểm định khi tình trạng thiết bị, dụng cụ kiểm định chưa được xác nhận hoặc xác nhận không còn hiệu lực để bảo đảm tính chính xác theo quy định; Thực hiện kiểm định khi tình trạng thiết bị, dụng cụ kiểm định đã bị hư hỏng không bảo đảm tính chính xác theo quy định)",canonical
ND100_38_4_a_0904_a0,ND100_38_4_a_0904,Thực hiện hành vi quy định tại khoản 1 Điều 38 Nghị định số 100/2019/NĐ-CP (Cụ thể: Làm sai lệch kết quả kiểm định),canonical
ND100_39_2_a_0905_a0,ND100_39_2_a_0905,"Không có phương thức chỉ huy, liên lạc giữa nhà gác hai đầu cầu chung",canonical
ND100_39_1_b_0906_a0,ND100_39_1_b_0906,Không cung cấp hoặc cung cấp không đầy đủ trang thiết bị phục vụ cảnh giới,canonical
ND100_39_2_b_0907_a0,ND100_39_2_b_0907,"Không tổ chức kết nối tín hiệu đường sắt, đường bộ tại cầu chung",canonical
ND100_39_3_b_0908_a0,ND100_39_3_b_0908,"Không thông báo, phối hợp khi có sự cố hư hỏng đèn báo hiệu tại đường ngang",canonical
ND100_39_3_a_0909_a0,ND100_39_3_a_0909,"Không lắp đặt, lắp đặt không đúng, không đủ, không duy trì hoạt động bình thường hệ thống báo hiệu, tín hiệu, thiết bị tại đường ngang, cầu chung hoặc không tổ chức phòng vệ",canonical
ND100_40_1_a_0910_a0,ND100_40_1_a_0910,"Không khám, sửa chữa đoàn tàu hoặc khám, sửa chữa không đúng, không đủ nội dung",canonical
ND100_39_3_c_0911_a0,ND100_39_3_c_0911,"Không ban hành chế độ kiểm tra, bảo trì hệ thống kết nối tín hiệu",canonical
ND100_39_4_0912_a0,ND100_39_4_0912,"hành vi vi phạm quy định tại điểm a khoản 3 Điều 39 Nghị định số 100/2019/NĐ-CP (Cụ thể: Không lắp đặt, lắp đặt không đúng, không đủ, không duy trì hoạt động bình thường hệ thống báo hiệu, tín hiệu, thiết bị tại đường ngang, cầu chung, không tổ chức thực hiện phòng vệ theo quy định;)",canonical
ND100_39_3_d_0913_a0,ND100_39_3_d_0913,"Không lập kế hoạch xây dựng, bảo trì hệ thống kết nối tín hiệu",canonical
ND100_40_1_b_0914_a0,ND100_40_1_b_0914,Sửa chữa toa xe trên đường sắt trong ga khi chưa có biện pháp phòng vệ,canonical
ND100_40_1_d_0915_a0,ND100_40_1_d_0915,Không phát hiện hoặc sửa chữa kịp thời hư hỏng toa xe gây chậm tàu,canonical
ND100_40_2_0916_a0,ND100_40_2_0916,Lập tàu không đúng quy chuẩn kỹ thuật quốc gia,canonical
ND100_40_1_c_0917_a0,ND100_40_1_c_0917,Để toa xe không bảo đảm quy chuẩn kỹ thuật nối vào đoàn tàu,canonical
ND100_40_3_b_0918_a0,ND100_40_3_b_0918,Lập tàu ghép nối toa xe hàng nguy hiểm vào tàu khách,canonical
ND100_40_3_a_0919_a0,ND100_40_3_a_0919,Lập tàu có ghép nối toa xe không bảo đảm quy chuẩn kỹ thuật quốc gia,canonical
ND100_40_4_a_0920_a0,ND100_40_4_a_0920,Cho tàu chạy không đủ áp lực hãm theo quy định,canonical
ND100_40_4_b_0921_a0,ND100_40_4_b_0921,Cho tàu chạy không thử hãm theo quy định,canonical
ND100_40_6_0922_a0,ND100_40_6_0922,"Không có đủ trang bị kỹ thuật, phụ tùng, vật tư cần thiết để phục vụ chỉnh bị, kiểm tra, lâm tu phương tiện",canonical
ND100_40_5_b_0923_a0,ND100_40_5_b_0923,"Không quy định địa điểm, không giám sát việc khám kỹ thuật của đoàn tàu",canonical
ND100_40_5_a_0924_a0,ND100_40_5_a_0924,"Không ban hành nội dung, chức danh đảm nhiệm việc khám kỹ thuật",canonical
ND100_41_1_b_0925_a0,ND100_41_1_b_0925,Vượt quá tốc độ dồn cho phép,canonical
ND100_41_1_a_0926_a0,ND100_41_1_a_0926,Cho đầu máy dịch chuyển khi chưa có kế hoạch dồn hoặc tín hiệu cho phép,canonical
ND100_41_1_c_0927_a0,ND100_41_1_c_0927,"Dồn phóng, thả trôi toa xe cấm phóng hoặc tại ga cấm dồn phóng",canonical
ND100_41_1_d_0928_a0,ND100_41_1_d_0928,Vi phạm quy định về dồn phóng tàu,canonical
ND100_40_7_0929_a0,ND100_40_7_0929,hành vi vi phạm quy định tại khoản 4 Điều 40 Nghị định số 100/2019/NĐ-CP (Cụ thể: Cho tàu chạy từ ga lập tàu hoặc các ga có quy định về thử hãm đoàn tàu mà không đủ áp lực hãm theo quy định; Cho tàu chạy mà không thử hãm theo quy định.),canonical
ND100_41_1_i_0930_a0,ND100_41_1_i_0930,"Để toa xe chưa dồn không nối liền, không siết hãm tay, không chèn chắc chắn",canonical
ND100_41_1_g_0931_a0,ND100_41_1_g_0931,Đặt chèn trên đường sắt tại các vị trí cấm đặt chèn,canonical
ND100_41_1_đ_0932_a0,ND100_41_1_đ_0932,Để toa xe ngoài mốc tránh va chạm sau mỗi cú dồn,canonical
ND100_41_1_h_0933_a0,ND100_41_1_h_0933,Dồn tàu khi toa xe chưa treo hàm nối ống mềm đúng quy định,canonical
ND100_41_1_e_0934_a0,ND100_41_1_e_0934,"Để đầu máy, toa xe đỗ trên đường an toàn, đường lánh nạn không có lệnh",canonical
ND100_41_2_0935_a0,ND100_41_2_0935,Dồn tàu ra khỏi giới hạn ga khi chưa có chứng vật chạy tàu,canonical
ND100_41_3_b_0936_a0,ND100_41_3_b_0936,Để ghi dẫn vào đường chứa toa xe hàng nguy hiểm không thông sang đường khác sau khi dồn xong,canonical
ND100_41_4_b_0937_a0,ND100_41_4_b_0937,"Thực hiện hành vi quy định tại điểm b khoản 3 Điều 41 Nghị định số 100/2019/NĐ-CP (Cụ thể: Sau khi dồn xong vẫn để ghi dẫn vào đường chứa toa xe chở hàng nguy hiểm (chất nổ, chất cháy) không thông sang đường khác.)",canonical
ND100_41_3_a_0938_a0,ND100_41_3_a_0938,Không đảm bảo an toàn cho toa xe chở hàng nguy hiểm sau khi dồn tàu,canonical
ND100_41_4_a_0939_a0,ND100_41_4_a_0939,"Thực hiện hành vi quy định tại điểm a khoản 3 Điều 41 Nghị định số 100/2019/NĐ-CP (Cụ thể: Sau khi dồn xong vẫn để toa xe chở hàng nguy hiểm (chất nổ, chất cháy) chưa nối vào tàu nhưng không nối liền với nhau, không chèn chắc chắn, không để riêng trên một đường, không phòng vệ bằng tín hiệu di động “ngừng”)",canonical
ND100_42_3_c_0940_a0,ND100_42_3_c_0940,Điều khiển tàu chạy lùi trong khu gian đóng đường tự động khi chưa có lệnh,canonical
ND100_42_3_b_0941_a0,ND100_42_3_b_0941,Điều khiển tàu chạy lùi khi thông tin bị gián đoạn có tàu cùng chiều phía sau,canonical
ND100_42_3_a_0942_a0,ND100_42_3_a_0942,Điều khiển tàu chạy lùi trong điều kiện thời tiết xấu không xác nhận tín hiệu,canonical
ND100_42_1_0943_a0,ND100_42_1_0943,Không ký xác nhận vào Giấy cảnh báo,canonical
ND100_42_2_0944_a0,ND100_42_2_0944,Không tham gia thử hãm đoàn tàu hoặc không xác nhận Giấy xác nhận tác dụng hãm,canonical
